,artist,rank,title,url
67,로꼬,68,지나쳐 (Feat. DEAN),https://www.youtube.com/embed/SqPVMqamjSk
68,PRODUCE 101,69,나야 나 (PICK ME),https://www.youtube.com/embed/m2Up1-QZBKw
69,Charlie Puth,70,See You Again (폴 워커 추모 엔딩곡),https://www.youtube.com/embed/_ogDymI9BKM
70,길구봉구,71,바람이 불었으면 좋겠어,https://www.youtube.com/embed/ms24eip09Mo
71,창모 (CHANGMO),72,마에스트로 (Maestro),https://www.youtube.com/embed/gXZUauFMmMw
72,한동근,73,이 소설의 끝을 다시 써보려 해,https://www.youtube.com/embed/fmiEBlS5dCk
73,지코 (ZICO),74,ANTI (Feat. G.Soul),https://www.youtube.com/embed/nByyfquk0pQ
74,볼빨간사춘기,75,You(=I),https://www.youtube.com/embed/q2wiEGZgUqk
75,Red Velvet (레드벨벳),76,Rookie,https://www.youtube.com/embed/J0h8-OTC38I
76,TWICE (트와이스),77,CHEER UP,https://www.youtube.com/embed/c7rCyll5AeY
77,지코 (ZICO),78,She`s a Baby,https://www.youtube.com/embed/ohSpvSGXfhY
78,아이유,79,이 지금,https://www.youtube.com/embed/sB6UGX2YPjQ
79,아이유,80,이런 엔딩,https://www.youtube.com/embed/Rh5ok0ljrzA
80,BIGBANG,81,에라 모르겠다,https://www.youtube.com/embed/iIPH8LFYFRk
81,어반자카파,82,널 사랑하지 않아,https://www.youtube.com/embed/MfYPKZl7W1w
82,박효신,83,숨,https://www.youtube.com/embed/oBKpJiVEcnU
83,케이시 (Kassy),84,굿모닝 (Good Morning),https://www.youtube.com/embed/IS6qDoxO7Gg
84,EXO,85,전야 (前夜) (The Eve),https://www.youtube.com/embed/4huaN2Ce6U8
85,악동뮤지션,86,DINOSAUR,https://www.youtube.com/embed/8Oz7DG76ibY
86,방탄소년단,87,피 땀 눈물,https://www.youtube.com/embed/hmE9f-TEutc
87,세븐틴,88,울고 싶지 않아,https://www.youtube.com/embed/zEkg4GBQumc
88,딥플로우,89,"작두 (Feat. 넉살, Huckleberry P)",https://www.youtube.com/embed/-UCFn6csp0c
89,Knock,90,열어줘,https://www.youtube.com/embed/35ezr_5Ae_8
90,효린,91,FRUITY (Prod. GroovyRoom),https://www.youtube.com/embed/wxkl92HODrM
91,G-DRAGON,92,SUPER STAR,https://www.youtube.com/embed/01qFNY_l1AQ
92,임창정,93,내가 저지른 사랑,https://www.youtube.com/embed/L-2M_-QLs8k
93,PRODUCE 101,94,Hands on me,https://www.youtube.com/embed/2htUBlFMSQE
94,이효리,95,Seoul (Feat. Killagramz),https://www.youtube.com/embed/89Rq4_QcBkw
95,서은광 (비투비),96,알듯 말듯해,https://www.youtube.com/embed/9l5KoxFqQZY
96,EXO,97,What U do?,https://www.youtube.com/embed/GHX1n9s_QTk
97,태연 (TAEYEON),98,Fine,https://www.youtube.com/embed/NHXUM-6a3dU
98,EXO,99,Forever,https://www.youtube.com/embed/dj-OEG32OR4
99,EXO,100,기억을 걷는 밤 (Walk On Memories),https://www.youtube.com/embed/2CBz0h0AAwM
